Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,97,97.3,1.8,35529.600858688354
2,98,97,97.3,1.8,34932.0650100708
3,98,97,97.4,1.8,35409.64436531067
4,98,97,97.4,1.9,34857.0294380188
5,98,97,97.6,1.9,34148.03886413574
6,98,97,97.4,1.9,34954.530239105225
7,98,97,97.6,1.9,34189.470291137695
8,98,97,97.3,1.8,35236.101150512695
9,98,97,97.3,1.9,34964.136362075806
10,98,97,97.7,1.8,33473.97804260254
11,98,97,97.6,1.9,34370.83959579468
12,98,97,97.4,1.8,35451.69115066528
13,98,97,97.9,1.8,33594.40898895264
14,98,97,97.7,1.7,34195.74546813965
15,98,97,97.4,1.8,34981.3232421875
16,98,97,97.6,2.0,34047.86396026611
17,98,97,97.5,2.0,34523.28085899353
18,98,97,97.3,1.9,34670.886754989624
19,98,97,97.5,1.7,35616.219997406006
20,98,97,97.4,1.7,35279.53863143921
21,98,97,97.5,1.8,35072.00217247009
22,98,97,97.5,1.9,34490.342140197754
23,98,97,97.4,1.8,35252.78615951538
24,98,97,97.5,1.9,34493.685722351074
25,98,97,97.2,1.9,35866.8270111084
26,98,97,97.6,1.9,34249.77469444275
27,98,97,97.3,1.9,35373.39425086975
28,98,97,97.2,1.9,35510.868310928345
29,98,97,97.4,1.8,35578.97400856018
30,98,97,97.6,1.7,34996.82569503784
31,98,97,97.4,1.9,34545.68696022034
32,98,97,97.3,1.8,34891.42346382141
33,98,97,97.3,1.9,35110.12601852417
34,98,97,97.1,1.9,35307.085037231445
35,98,97,97.5,1.8,34853.500843048096
36,98,97,97.3,1.9,35362.37907409668
37,98,97,97.4,1.9,34903.34630012512
38,98,97,97.3,1.9,34404.71601486206
39,98,97,97.5,2.0,34096.020460128784
40,98,97,97.3,1.9,35270.63584327698
41,98,97,97.7,1.9,34036.03148460388
42,98,97,97.6,1.9,34058.565855026245
43,98,97,97.6,1.7,34921.860694885254
44,98,97,97.5,2.0,34512.864112854004
45,98,97,97.6,2.0,34188.68398666382
46,98,97,97.1,1.9,35140.151023864746
47,98,97,97.6,1.8,34439.95928764343
48,98,97,97.4,1.8,34734.92479324341
49,98,97,97.7,1.7,34460.25347709656
50,98,97,97.2,1.9,35014.83988761902
Media ,98.0,97.0,97.44400000000003,1.8560000000000008,34791.29856109619
