Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,97,97.2,1.8,21236.507892608643
2,98,97,97.5,1.9,21029.46972846985
3,98,97,97.5,1.8,21495.113134384155
4,98,97,97.5,1.9,21074.822425842285
5,98,97,97.6,1.9,21172.209978103638
6,98,97,97.5,1.9,21190.337419509888
7,98,97,97.4,1.9,20517.497301101685
8,98,97,97.6,1.8,21645.317554473877
9,98,97,97.3,1.9,20537.76502609253
10,98,97,97.4,1.9,21116.501331329346
11,98,97,97.4,1.8,21771.305561065674
12,98,97,97.4,1.9,21201.509714126587
13,98,96,97.3,1.8,22210.829257965088
14,98,97,97.3,1.8,20765.691995620728
15,98,97,97.8,1.7,20392.708778381348
16,98,97,97.6,1.9,20920.281410217285
17,98,97,97.2,1.9,22169.1951751709
18,98,96,97.2,1.9,21547.300577163696
19,98,96,96.9,1.9,21155.622243881226
20,98,97,97.6,1.8,20965.737104415894
21,98,96,96.9,1.9,21055.429458618164
22,98,97,97.8,1.6,20989.692449569702
23,98,97,97.5,1.9,20241.265058517456
24,98,97,97.7,1.6,21513.33522796631
25,98,97,97.4,1.9,20949.551105499268
26,98,97,97.5,1.9,21071.47264480591
27,98,97,97.5,1.8,20572.17049598694
28,98,97,97.4,1.9,21555.29761314392
29,98,96,96.9,2.0,20967.65947341919
30,98,97,97.3,1.7,20622.376680374146
31,98,96,97.2,1.8,20917.798042297363
32,98,96,97.1,1.9,22749.232530593872
33,98,97,97.3,1.8,20437.82329559326
34,98,97,97.6,1.8,20989.98188972473
35,98,97,97.2,1.9,20835.895538330078
36,98,97,97.2,1.9,21587.174654006958
37,98,97,97.5,1.8,21522.170066833496
38,98,97,97.7,1.8,20545.278310775757
39,98,96,97.2,1.9,22094.754934310913
40,98,97,97.3,1.8,21341.166019439697
41,98,96,96.8,1.9,19436.541318893433
42,98,97,97.5,1.8,21064.417123794556
43,98,97,97.7,1.8,20658.377647399902
44,98,97,97.3,1.8,20517.475366592407
45,98,97,97.3,1.8,21896.998643875122
46,98,97,97.4,1.8,21999.19366836548
47,98,97,97.4,1.8,21610.72278022766
48,98,97,97.6,1.9,20968.376874923706
49,98,97,97.5,1.8,21538.594245910645
50,98,97,97.5,1.7,21813.341856002808
Media ,98.0,96.82,97.38799999999999,1.8359999999999996,21163.585772514343
