Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,97,97.5,1.8,17880.295276641846
2,98,97,97.3,1.9,18404.51669692993
3,98,96,97.3,1.8,18450.44183731079
4,98,97,97.5,1.8,17004.385948181152
5,98,96,97.1,1.9,19363.276481628418
6,98,96,97.2,1.8,18133.763551712036
7,98,97,97.7,1.8,17914.80040550232
8,98,97,97.4,1.9,17734.82322692871
9,98,97,97.4,1.8,18471.997261047363
10,98,97,97.3,1.7,16823.7464427948
11,98,97,97.5,1.9,18596.567392349243
12,98,96,96.6,1.9,18259.66215133667
13,98,96,97.1,1.8,18396.131992340088
14,98,97,97.5,1.9,17639.885187149048
15,98,95,96.5,2.0,18927.369594573975
16,98,96,97.3,1.8,17495.670557022095
17,98,95,96.7,1.8,17765.4025554657
18,98,96,97.1,1.8,16575.85859298706
19,98,95,96.7,1.8,16568.017721176147
20,98,94,96.4,1.9,19405.675172805786
21,98,97,97.5,1.8,18643.142461776733
22,98,97,97.6,1.9,18570.73473930359
23,98,95,96.6,2.0,16754.559755325317
24,98,97,97.6,1.7,17937.85858154297
25,98,94,96.6,1.8,17388.089895248413
26,98,96,97.2,1.8,17614.62450027466
27,98,94,96.4,1.9,18214.669942855835
28,98,97,97.5,1.9,17414.568424224854
29,98,96,96.8,1.9,18102.917194366455
30,98,97,97.7,1.9,16971.370697021484
31,98,95,96.6,1.8,15965.25526046753
32,98,96,96.9,1.9,17378.71503829956
33,98,96,97.1,1.9,19754.050493240356
34,98,97,97.6,1.7,17730.19242286682
35,98,97,97.6,1.9,17915.865421295166
36,98,97,97.5,1.8,18135.04123687744
37,98,96,97.2,1.8,18246.145486831665
38,98,96,97.3,1.9,17408.196926116943
39,98,96,97.4,1.9,17798.53916168213
40,98,97,97.4,1.8,18250.933170318604
41,98,96,97.4,1.6,18413.161754608154
42,98,95,96.8,1.9,19385.7262134552
43,98,97,97.3,1.8,18161.508560180664
44,98,97,97.6,1.7,17753.65972518921
45,98,97,97.6,1.9,17933.979272842407
46,98,96,97.0,1.8,19605.66997528076
47,98,96,97.3,1.8,17574.76782798767
48,98,95,96.6,1.8,15830.714702606201
49,98,96,97.1,1.9,17681.17594718933
50,98,97,97.3,2.0,18654.543161392212
Media ,98.0,96.18,97.18400000000003,1.8399999999999996,17940.05331993103
