Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,97,97.9,1.7,26442.77310371399
2,98,97,97.2,1.9,28290.186405181885
3,98,97,97.9,1.7,26686.24997138977
4,98,97,97.5,1.9,27399.87826347351
5,98,97,97.5,1.9,27050.08029937744
6,98,97,97.7,1.9,26455.34038543701
7,98,97,97.6,2.0,26779.081344604492
8,98,97,97.7,1.8,26995.53894996643
9,98,97,97.3,1.9,28004.992246627808
10,98,97,97.3,1.9,27837.982177734375
11,98,97,97.8,1.8,26703.474283218384
12,98,97,97.4,1.9,27824.57995414734
13,98,97,97.3,1.8,27625.11658668518
14,98,97,97.6,1.9,27172.99199104309
15,98,97,97.6,2.0,26595.492601394653
16,98,97,97.4,1.9,27938.828468322754
17,98,97,97.7,1.9,26211.888074874878
18,98,97,97.7,1.7,27088.26184272766
19,98,97,97.5,1.9,27471.508502960205
20,98,97,97.5,1.9,27369.434595108032
21,98,97,97.3,1.9,27914.994716644287
22,98,97,97.5,2.0,27505.20634651184
23,98,97,97.2,1.9,28064.996242523193
24,98,97,97.6,1.7,27783.05149078369
25,98,97,97.2,1.9,28670.235872268677
26,98,97,97.3,1.8,27717.094659805298
27,98,97,97.4,1.7,28572.50928878784
28,98,97,97.6,1.7,27649.204969406128
29,98,97,97.3,1.9,28248.462438583374
30,98,97,97.4,1.8,27871.745824813843
31,98,97,97.8,1.8,26197.10421562195
32,98,97,97.7,1.8,26644.729614257812
33,98,97,97.3,1.9,27009.442806243896
34,98,97,97.5,1.8,27544.111013412476
35,98,97,97.6,1.8,26520.91073989868
36,98,97,97.5,1.7,27856.022834777832
37,98,97,97.6,1.9,26662.7254486084
38,98,97,97.3,1.8,27607.755661010742
39,98,97,97.4,1.9,27609.519481658936
40,98,97,97.7,1.9,26182.61694908142
41,98,97,97.9,1.7,26675.92167854309
42,98,97,97.5,1.6,27225.080728530884
43,98,97,97.2,1.9,27659.246921539307
44,98,97,97.6,1.8,27237.061977386475
45,98,97,97.4,1.8,27366.61958694458
46,98,97,97.3,1.8,27723.451852798462
47,98,97,97.7,1.9,26630.157470703125
48,98,97,97.5,1.8,26594.446659088135
49,98,97,97.6,1.9,26648.86713027954
50,98,97,97.7,1.8,27512.154579162598
Media ,98.0,97.0,97.51400000000001,1.8379999999999999,27300.982584953308
