Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,93,19,40.5,3.4,4.8122406005859375
2,93,26,45.7,3.0,310.96959114074707
3,93,27,51.1,2.7,272.2821235656738
4,93,30,66.0,2.4,330.11889457702637
5,93,31,66.1,2.4,327.6529312133789
6,93,31,66.1,2.4,308.32409858703613
7,93,34,71.2,2.2,292.130708694458
8,93,41,72.8,2.1,298.9695072174072
9,93,41,72.8,2.1,280.6544303894043
10,93,41,72.8,2.1,313.37714195251465
11,93,41,72.8,2.1,302.9448986053467
12,93,50,77.5,2.0,301.2361526489258
13,93,50,77.5,2.0,312.6664161682129
14,93,50,77.5,2.0,307.7993392944336
15,93,50,77.5,2.0,320.6305503845215
16,93,56,80.6,1.9,277.53257751464844
17,93,56,80.6,2.0,309.25869941711426
18,93,56,80.6,2.0,308.98404121398926
19,93,60,81.0,2.0,309.3225955963135
20,93,60,81.0,2.0,316.7545795440674
21,93,62,83.8,1.9,311.56253814697266
22,93,62,83.8,1.9,317.86513328552246
23,93,62,83.8,1.9,301.47385597229004
24,93,62,83.8,1.9,299.0574836730957
25,93,62,83.8,1.9,315.92702865600586
26,93,62,83.8,1.9,287.0938777923584
27,93,80,85.9,2.0,328.0787467956543
28,93,80,85.9,2.0,294.91424560546875
29,93,80,85.9,2.0,301.0835647583008
30,93,80,85.9,2.0,315.07325172424316
31,93,80,85.9,2.0,305.3092956542969
32,93,80,85.9,2.0,315.18077850341797
33,93,80,85.9,2.0,305.00030517578125
34,93,80,85.9,2.0,311.7191791534424
35,93,80,85.9,2.0,315.0022029876709
36,93,80,85.9,2.0,300.2915382385254
37,93,80,85.9,2.0,316.7095184326172
38,93,80,85.9,2.0,300.3232479095459
39,93,80,85.9,2.0,304.1200637817383
40,93,80,85.9,2.0,321.6238021850586
41,93,80,85.9,2.0,304.08430099487305
42,93,80,85.9,2.0,307.436466217041
43,93,80,85.9,2.0,319.10181045532227
44,93,80,85.9,2.0,288.6159420013428
45,93,80,85.9,2.0,304.56995964050293
46,93,80,85.9,2.0,294.70086097717285
47,93,80,85.9,2.0,323.7321376800537
48,93,80,85.9,2.0,312.69240379333496
49,93,81,86.8,2.0,300.7345199584961
50,93,81,86.8,2.0,304.78811264038086
51,93,82,87.0,2.0,268.6469554901123
52,93,82,87.0,2.0,303.9431571960449
53,93,82,87.0,2.0,290.89856147766113
54,93,82,87.0,2.0,314.05162811279297
55,93,82,87.0,2.0,305.6459426879883
56,93,82,87.0,2.0,302.5496006011963
57,93,82,87.0,2.0,306.2758445739746
58,93,82,87.0,2.0,304.81600761413574
59,93,82,87.0,2.0,309.26990509033203
60,93,82,87.0,2.0,302.0141124725342
61,93,83,87.5,2.0,294.30365562438965
62,93,83,87.5,2.0,285.189151763916
63,93,83,87.5,2.0,316.0526752471924
64,93,83,87.5,2.0,315.59085845947266
65,93,83,87.5,2.0,319.72622871398926
66,93,83,87.5,2.0,309.037446975708
67,93,83,87.5,2.0,284.4235897064209
68,93,83,87.5,2.0,316.21646881103516
69,93,83,87.5,2.0,309.9038600921631
70,93,83,87.5,2.0,303.44390869140625
71,93,83,87.5,2.0,292.91439056396484
72,93,83,87.5,2.0,298.4654903411865
73,93,83,87.5,2.0,304.3091297149658
74,93,83,87.5,2.0,288.1467342376709
75,93,83,87.5,2.0,293.4126853942871
76,93,83,87.5,2.0,298.9170551300049
77,93,83,87.5,2.0,284.41524505615234
78,93,83,87.5,2.0,268.099308013916
79,93,83,87.5,2.0,322.1161365509033
80,93,83,87.5,2.0,319.77367401123047
81,93,83,87.5,2.0,298.36440086364746
82,93,83,87.5,2.0,327.50391960144043
83,93,83,87.5,2.0,313.1217956542969
84,93,83,87.5,2.0,280.9920310974121
85,93,83,87.5,2.0,279.0815830230713
86,93,83,87.5,2.0,305.53627014160156
87,93,83,87.5,2.0,283.2531929016113
88,93,83,87.5,2.0,282.62782096862793
89,93,83,87.5,2.0,307.76166915893555
90,93,83,87.5,2.0,278.89442443847656
91,93,83,87.5,2.0,303.06172370910645
92,93,83,88.0,2.0,294.8007583618164
93,93,83,88.0,2.0,302.5789260864258
94,93,83,88.0,2.0,289.5164489746094
95,93,83,88.0,2.0,309.44347381591797
96,93,83,88.0,2.0,304.81934547424316
97,93,83,88.0,2.0,318.1490898132324
98,93,83,88.0,2.0,290.67015647888184
99,93,83,88.0,2.0,318.33529472351074
100,93,84,88.4,1.9,294.8033809661865
Media ,93.0,84.0,88.4,1.9,294.8033809661865
