Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,97,97.4,1.7,20960.6671333313
2,98,97,97.5,1.7,21140.841484069824
3,98,97,97.4,1.9,22035.919189453125
4,98,97,97.2,1.9,22123.497247695923
5,98,96,96.9,1.9,22015.32220840454
6,98,97,97.4,1.9,21728.16491127014
7,98,97,97.7,1.6,20865.84997177124
8,98,97,97.3,1.8,21898.6713886261
9,98,97,97.6,1.8,21771.753787994385
10,98,97,97.3,1.9,22851.500034332275
11,98,97,97.3,1.9,22225.05235671997
12,98,97,97.3,1.7,19124.003648757935
13,98,97,97.5,1.7,22249.47738647461
14,98,97,97.7,1.6,22398.7455368042
15,98,97,97.4,1.8,22033.908367156982
16,98,97,97.4,1.7,21009.955167770386
17,98,97,97.6,1.9,21211.031913757324
18,98,97,97.5,1.8,22849.04980659485
19,98,97,97.7,1.7,21280.973434448242
20,98,97,97.5,1.8,21206.769704818726
21,98,96,97.1,1.8,22165.32063484192
22,98,97,97.5,1.8,21603.861808776855
23,98,97,97.2,1.9,22512.593030929565
24,98,97,97.4,1.9,21034.897565841675
25,98,97,97.3,1.8,19920.86696624756
26,98,97,97.5,1.7,22238.638877868652
27,98,96,97.1,1.8,20544.148683547974
28,98,97,97.1,1.9,21450.81663131714
29,98,97,97.4,1.7,23065.50931930542
30,98,97,97.6,1.9,20993.390798568726
31,98,97,97.5,1.8,21028.19848060608
32,98,97,97.5,2.0,21174.126386642456
33,98,96,97.3,1.8,21573.91905784607
34,98,97,97.6,1.8,21831.300497055054
35,98,97,97.8,1.8,21261.78240776062
36,98,97,97.4,1.9,21999.114513397217
37,98,96,97.0,1.8,20711.55858039856
38,98,96,97.1,1.9,23324.390172958374
39,98,96,96.8,2.0,21138.396978378296
40,98,96,97.2,1.7,19383.291244506836
41,98,96,97.4,1.7,20241.64366722107
42,98,97,97.3,1.8,23277.968168258667
43,98,96,97.3,1.9,23559.516191482544
44,98,97,97.5,1.6,21768.18299293518
45,98,97,97.5,1.8,21665.02094268799
46,98,97,97.6,1.8,20847.32985496521
47,98,96,97.0,1.9,21998.69990348816
48,98,96,97.0,1.8,21652.61745452881
49,98,97,97.2,1.9,21818.025588989258
50,98,97,97.8,1.6,21093.259572982788
Media ,98.0,96.76,97.37200000000001,1.8039999999999994,21597.190833091736
