Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,13,54.2,3.0,4094.6240425109863
2,98,36,67.8,2.9,4665.550947189331
3,98,22,48.7,3.4,4049.2303371429443
4,98,5,27.9,3.5,4947.559833526611
5,98,11,49.4,3.4,4753.166437149048
6,98,12,47.7,3.5,4267.2119140625
7,98,19,53.8,3.7,4411.0822677612305
8,98,29,64.6,2.8,4799.95322227478
9,98,21,45.6,3.1,4008.7878704071045
10,98,21,53.9,2.8,4035.675048828125
11,98,10,44.1,3.8,4326.321363449097
12,98,40,67.8,2.4,3930.2401542663574
13,98,30,66.0,2.9,4816.731214523315
14,98,29,54.9,2.7,4555.152416229248
15,98,14,49.7,3.4,4109.051465988159
16,98,22,59.8,3.2,4575.622797012329
17,98,14,46.0,3.5,4747.824192047119
18,98,12,31.1,3.5,4255.768537521362
19,98,24,70.3,2.4,4458.373785018921
20,98,19,54.6,2.8,4606.829881668091
21,98,14,42.4,3.4,4316.588878631592
22,98,12,57.0,3.0,4001.7249584198
23,98,12,48.3,3.4,3904.327869415283
24,98,20,58.1,3.1,4561.676263809204
25,98,4,41.1,3.0,4152.470588684082
26,98,30,65.9,2.4,4871.615648269653
27,98,19,54.6,3.0,4331.2318325042725
28,98,31,65.8,2.2,4304.407358169556
29,98,23,65.3,2.7,4542.182683944702
30,98,27,68.4,2.5,4708.298683166504
31,98,7,42.0,3.5,3985.5728149414062
32,98,18,41.7,3.3,4119.351148605347
33,98,24,51.5,2.7,4355.780839920044
34,98,19,43.3,3.3,4620.743989944458
35,98,16,56.2,3.5,4322.077512741089
36,98,18,51.4,3.1,3948.6327171325684
37,98,24,50.1,3.9,3955.5022716522217
38,98,21,59.7,3.1,4095.720052719116
39,98,9,45.8,3.4,4630.16152381897
40,98,27,53.6,3.2,4744.0550327301025
41,98,4,23.5,4.3,4112.598896026611
42,98,24,61.0,2.4,4647.268295288086
43,98,8,46.7,3.8,4316.112279891968
44,98,12,34.6,3.4,4269.467353820801
45,98,20,46.0,3.0,4411.257982254028
46,98,10,46.9,3.1,4285.736560821533
47,98,37,66.2,2.8,4987.0359897613525
48,98,9,40.1,3.9,4161.330461502075
49,98,17,36.1,3.5,4730.527639389038
50,98,33,61.8,3.1,4071.3906288146973
Media ,98.0,19.04,51.65999999999999,3.154000000000001,4377.592129707336
