Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,88,95.4,1.9,7293.205499649048
2,98,94,95.9,1.9,7217.4389362335205
3,98,90,96.1,1.8,6773.975849151611
4,98,74,85.8,2.2,7504.817485809326
5,98,94,95.9,1.9,7813.912153244019
6,98,85,94.9,1.6,7556.676387786865
7,98,96,97.2,1.9,7499.502897262573
8,98,94,96.4,1.8,6409.608364105225
9,98,94,96.6,1.8,6751.112937927246
10,98,92,96.1,1.9,7295.1459884643555
11,98,81,93.9,2.1,7278.915166854858
12,98,85,93.4,1.9,7327.888250350952
13,98,92,95.8,1.8,7502.029180526733
14,98,94,95.9,1.8,6744.102478027344
15,98,88,95.0,1.9,7440.1915073394775
16,98,88,94.2,2.1,7565.221548080444
17,98,88,94.7,1.8,7544.5396900177
18,98,94,96.6,1.7,6627.519130706787
19,98,95,96.8,1.9,7370.0926303863525
20,98,95,97.5,1.8,6925.07004737854
21,98,94,96.7,1.6,6232.652187347412
22,98,94,96.2,1.8,6310.878753662109
23,98,95,96.6,1.9,7404.703855514526
24,98,94,96.3,1.7,6396.746635437012
25,98,96,97.2,1.7,6438.201189041138
26,98,81,93.1,1.9,7156.16774559021
27,98,88,94.8,1.8,6329.396724700928
28,98,88,95.0,2.0,7704.129219055176
29,98,91,96.5,1.8,7256.44326210022
30,98,94,96.5,1.9,7205.185890197754
31,98,82,92.5,1.7,6927.8740882873535
32,98,94,96.4,1.7,6466.450452804565
33,98,86,95.2,2.0,7151.560306549072
34,98,96,96.8,2.1,6908.788681030273
35,98,96,97.2,1.9,7342.148542404175
36,98,95,97.3,2.0,7131.545782089233
37,98,85,93.3,2.0,6965.362310409546
38,98,95,96.5,1.9,7071.897268295288
39,98,96,97.1,1.9,7362.950325012207
40,98,91,95.3,1.9,6267.357587814331
41,98,95,97.4,1.8,6984.223127365112
42,98,97,97.4,1.8,7126.925945281982
43,98,93,95.8,1.9,7178.529739379883
44,98,95,97.0,1.8,7176.591634750366
45,98,96,96.9,1.8,6446.042776107788
46,98,88,93.8,2.0,7007.064342498779
47,98,95,96.7,1.9,7130.879640579224
48,98,94,96.6,1.8,6325.413703918457
49,98,95,96.4,1.9,6994.453191757202
50,98,94,96.0,1.9,7340.87610244751
Media ,98.0,91.48,95.69200000000001,1.8660000000000005,7043.648142814636
