Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,97,97.7,2.0,30650.877475738525
2,98,97,97.8,1.8,31241.3010597229
3,98,97,97.3,1.9,33414.5028591156
4,98,97,97.6,1.9,31245.862245559692
5,98,96,97.1,1.8,27940.10901451111
6,98,97,97.3,1.8,35132.73215293884
7,98,97,97.3,1.8,33442.99864768982
8,98,96,96.9,1.8,27754.425764083862
9,98,97,97.8,1.9,31151.806354522705
10,98,97,97.5,1.8,32681.658267974854
11,98,97,97.7,1.8,31785.468101501465
12,98,97,97.1,1.9,30627.036094665527
13,98,96,97.2,2.0,34559.2098236084
14,98,97,97.7,1.8,31810.728788375854
15,98,97,97.3,2.0,31532.2687625885
16,98,97,97.5,1.9,31757.696628570557
17,98,97,97.5,1.9,32238.810777664185
18,98,97,97.4,1.9,31597.71704673767
19,98,97,97.4,1.9,31927.509307861328
20,98,97,97.6,1.8,32772.33386039734
21,98,96,97.0,1.9,29720.704793930054
22,98,97,97.4,1.9,31823.344945907593
23,98,97,97.6,1.9,32340.259313583374
24,98,97,97.3,1.9,31883.342504501343
25,98,97,97.3,1.8,30551.614999771118
26,98,97,97.4,1.8,33424.70455169678
27,98,97,97.3,1.8,32940.58632850647
28,98,97,97.6,1.8,31914.687395095825
29,98,97,97.4,1.8,31439.09478187561
30,98,97,97.4,1.7,29538.58733177185
31,98,97,97.6,1.6,29712.036848068237
32,98,97,97.1,1.9,31509.58824157715
33,98,97,97.2,1.9,32821.11167907715
34,98,97,97.9,1.8,33224.91765022278
35,98,97,97.6,1.8,30933.317184448242
36,98,97,97.7,1.8,31851.094722747803
37,98,97,97.4,1.9,32146.199941635132
38,98,97,97.3,1.8,35163.410902023315
39,98,97,97.5,1.9,32629.92286682129
40,98,97,97.5,1.9,32497.361421585083
41,98,96,96.9,1.8,28435.075283050537
42,98,97,97.3,1.9,30206.251859664917
43,98,97,97.6,1.9,31446.54154777527
44,98,96,97.0,1.9,32405.359745025635
45,98,97,97.7,1.7,31143.70560646057
46,98,97,97.4,1.9,33689.918756484985
47,98,97,97.3,1.8,33288.504123687744
48,98,97,97.8,1.8,31151.373147964478
49,98,96,97.2,1.8,32631.78062438965
50,98,96,97.3,1.9,32890.64145088196
Media ,98.0,96.84,97.41400000000002,1.848,31812.401871681213
