Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,76,86.7,2.0,3575.9429931640625
2,98,87,94.3,1.8,3573.3044147491455
3,98,95,97.2,1.8,3854.9699783325195
4,98,88,94.3,1.9,3668.846845626831
5,98,84,93.8,1.8,3573.410749435425
6,98,68,87.2,2.2,3966.641664505005
7,98,84,92.7,1.8,3495.8112239837646
8,98,77,85.3,2.0,4039.316415786743
9,98,83,91.2,2.1,3932.290554046631
10,98,88,95.0,1.9,3787.9300117492676
11,98,88,93.7,1.8,3412.5399589538574
12,98,79,90.8,1.8,3496.460199356079
13,98,93,95.9,1.8,3551.870584487915
14,98,53,82.6,2.3,3739.635229110718
15,98,94,96.7,1.7,3277.1265506744385
16,98,94,96.3,1.7,3349.8029708862305
17,98,92,95.4,2.0,3282.013177871704
18,98,87,94.0,1.9,3676.5573024749756
19,98,89,95.6,1.8,3667.9704189300537
20,98,83,91.5,1.9,3299.137592315674
21,98,80,93.8,1.7,3841.7067527770996
22,98,84,92.1,2.0,3470.280170440674
23,98,85,93.0,1.8,3836.101531982422
24,98,84,92.7,1.9,3956.362009048462
25,98,91,96.0,2.0,3582.6635360717773
26,98,85,92.9,1.9,3620.316505432129
27,98,91,95.2,1.7,3205.5435180664062
28,98,85,93.3,1.8,3495.304822921753
29,98,80,92.2,2.0,3697.8721618652344
30,98,81,91.8,1.9,3834.416389465332
31,98,81,92.0,1.9,3549.607992172241
32,98,70,89.2,2.0,3501.420021057129
33,98,80,92.6,1.8,3892.7080631256104
34,98,74,87.9,2.1,3830.509662628174
35,98,79,90.2,1.9,3752.3581981658936
36,98,95,96.9,1.7,3579.5295238494873
37,98,73,89.7,2.1,3792.4180030822754
38,98,80,90.9,1.9,3465.883731842041
39,98,81,89.8,2.0,3723.1693267822266
40,98,77,90.7,1.9,3415.447950363159
41,98,81,91.8,1.9,3208.0297470092773
42,98,94,95.9,1.8,3843.522787094116
43,98,86,94.3,1.9,3921.0941791534424
44,98,79,92.3,1.9,3325.5791664123535
45,98,70,85.0,2.1,3586.9245529174805
46,98,76,89.8,1.9,3625.4096031188965
47,98,61,85.6,1.9,3303.2290935516357
48,98,90,95.0,1.8,3476.280450820923
49,98,85,93.8,2.0,3701.7784118652344
50,98,92,95.9,1.9,3639.6093368530273
Media ,98.0,82.64,92.25,1.9020000000000004,3617.933120727539
