Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,96,97.3,1.9,16971.75908088684
2,98,95,96.6,1.8,15345.033407211304
3,98,96,97.2,1.9,16713.35506439209
4,98,97,97.4,1.8,17942.22903251648
5,98,96,97.2,1.9,16647.543907165527
6,98,97,97.5,1.8,17492.019176483154
7,98,96,97.2,1.8,18635.52975654602
8,98,97,97.5,1.9,17831.008911132812
9,98,97,97.5,1.9,17064.48531150818
10,98,96,97.3,1.8,17087.334156036377
11,98,96,96.8,1.9,17571.779251098633
12,98,97,97.6,1.7,17915.55643081665
13,98,96,96.9,1.9,15822.463035583496
14,98,96,97.2,1.9,18110.801696777344
15,98,97,97.3,1.8,18805.477142333984
16,98,97,97.6,1.9,17700.7577419281
17,98,97,97.4,1.9,20171.393871307373
18,98,97,97.4,1.9,19004.065990447998
19,98,94,96.2,1.8,16807.296991348267
20,98,96,97.1,1.8,17288.55538368225
21,98,96,97.1,1.7,16263.191223144531
22,98,97,97.5,1.9,17543.019771575928
23,98,96,97.1,1.9,19101.63950920105
24,98,94,96.4,1.8,19893.88394355774
25,98,97,97.8,1.8,17057.284593582153
26,98,94,96.5,1.9,17594.20347213745
27,98,96,97.0,1.8,16646.219730377197
28,98,96,97.1,1.9,18583.614826202393
29,98,97,97.5,1.7,18488.625049591064
30,98,96,97.1,1.9,19378.259658813477
31,98,95,96.8,1.9,17054.168939590454
32,98,97,97.6,1.9,17204.52308654785
33,98,96,97.1,1.9,18751.723289489746
34,98,96,97.1,1.9,16827.373504638672
35,98,96,97.2,1.7,16256.080389022827
36,98,96,97.2,1.8,18423.991680145264
37,98,97,97.6,1.9,17278.006553649902
38,98,96,96.7,1.9,17110.453605651855
39,98,97,97.4,1.8,17631.709098815918
40,98,97,97.5,1.9,16945.23549079895
41,98,97,97.5,1.8,17111.30428314209
42,98,97,97.4,2.0,16133.429050445557
43,98,97,97.6,1.8,16746.775150299072
44,98,96,97.1,1.9,17454.031467437744
45,98,96,97.0,1.9,16058.619737625122
46,98,94,96.2,2.0,17089.83826637268
47,98,96,97.1,1.9,18275.69317817688
48,98,97,97.3,1.9,17919.72041130066
49,98,96,97.0,1.9,17366.669416427612
50,98,96,97.1,1.8,19176.689624786377
Media ,98.0,96.2,97.17600000000002,1.8559999999999999,17565.888466835022
