Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,95,96.8,1.9,17659.499645233154
2,98,96,97.2,1.7,15496.372938156128
3,98,96,97.1,1.8,17703.18293571472
4,98,97,97.2,1.9,17352.610111236572
5,98,97,97.3,1.8,15528.417825698853
6,98,96,97.0,1.8,16535.21752357483
7,98,97,97.7,1.7,16883.168935775757
8,98,97,97.6,1.8,17928.695917129517
9,98,97,97.5,1.8,17627.43639945984
10,98,96,97.0,1.8,18320.202589035034
11,98,97,97.5,1.9,17866.902112960815
12,98,97,97.5,1.9,17473.448753356934
13,98,97,97.6,1.7,17574.30362701416
14,98,96,96.8,1.9,17060.757398605347
15,98,97,97.4,1.8,17692.662239074707
16,98,96,96.9,2.0,19401.24011039734
17,98,97,97.5,1.8,17311.55228614807
18,98,97,97.3,1.8,17473.551273345947
19,98,97,97.6,1.8,17822.84951210022
20,98,97,97.2,1.9,17150.05850791931
21,98,97,97.2,1.8,17360.159635543823
22,98,95,97.1,1.9,17105.42368888855
23,98,97,97.3,1.8,18085.623502731323
24,98,97,97.6,1.8,17473.878145217896
25,98,97,97.4,1.8,17839.937686920166
26,98,97,97.3,1.8,17031.946659088135
27,98,97,97.3,1.9,17836.04598045349
28,98,97,97.7,1.8,17759.36985015869
29,98,97,97.5,1.9,17319.185972213745
30,98,96,97.1,1.9,17055.525541305542
31,98,97,97.6,1.7,18326.11656188965
32,98,97,97.3,1.9,17548.952102661133
33,98,97,97.8,1.8,17334.44905281067
34,98,95,96.4,1.9,17777.01735496521
35,98,96,97.2,1.9,17548.19393157959
36,98,97,97.5,1.7,18497.703075408936
37,98,97,97.5,1.8,19551.84531211853
38,98,95,96.7,1.9,17684.15355682373
39,98,97,97.5,1.8,17157.676935195923
40,98,96,97.3,2.0,18073.44698905945
41,98,97,97.5,1.8,17705.668926239014
42,98,96,97.3,1.8,18253.26442718506
43,98,96,97.0,1.7,19033.66255760193
44,98,97,97.6,1.8,17592.4232006073
45,98,96,97.1,1.9,17619.61078643799
46,98,96,97.1,1.9,18598.2768535614
47,98,97,97.5,1.9,17588.93632888794
48,98,97,97.5,1.8,17630.043745040894
49,98,97,97.8,1.7,18849.260807037354
50,98,96,97.4,1.7,16514.90592956543
Media ,98.0,96.56,97.31600000000005,1.8259999999999996,17632.296714782715
