Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,92,20,38.7,3.8,5.276918411254883
2,92,23,42.7,3.7,298.83408546447754
3,92,23,42.7,3.9,297.01733589172363
4,96,30,50.5,3.5,287.5537872314453
5,96,31,55.4,3.1,260.4255676269531
6,96,32,55.5,3.1,286.81278228759766
7,96,35,56.9,2.8,241.75262451171875
8,96,35,56.9,2.8,239.62664604187012
9,96,41,70.5,2.4,251.03116035461426
10,96,50,79.0,2.1,257.33375549316406
11,96,50,79.0,2.1,286.2896919250488
12,96,52,79.2,2.0,262.08972930908203
13,96,52,79.2,2.0,224.5774269104004
14,96,65,83.3,1.9,241.45817756652832
15,96,76,89.8,1.9,280.1821231842041
16,96,86,90.8,2.0,308.0439567565918
17,96,86,90.8,2.0,275.5858898162842
18,96,86,91.5,2.0,257.45701789855957
19,96,86,91.5,2.0,297.0621585845947
20,96,86,91.5,2.0,247.8175163269043
21,96,86,91.5,2.0,243.49021911621094
22,96,86,91.5,2.0,274.15990829467773
23,96,86,91.5,2.0,220.2591896057129
24,96,86,91.5,2.0,277.32396125793457
25,96,86,91.5,2.0,244.7829246520996
26,96,86,91.5,2.0,296.82064056396484
27,96,88,92.4,1.9,281.71300888061523
28,96,88,92.4,1.9,235.2759838104248
29,96,89,93.1,1.9,254.8689842224121
30,96,89,93.1,1.9,268.7661647796631
31,96,90,93.3,1.9,272.97258377075195
32,96,90,93.3,1.9,276.4935493469238
33,96,90,93.3,1.9,239.94922637939453
34,96,90,93.3,1.9,266.88337326049805
35,96,91,93.8,1.9,278.52869033813477
36,96,91,93.8,1.9,254.39786911010742
37,96,91,93.8,1.9,266.3106918334961
38,96,91,93.8,1.9,273.0691432952881
39,96,91,94.3,1.9,263.8981342315674
40,96,91,94.3,1.9,242.9032325744629
41,96,91,94.3,1.9,282.67884254455566
42,96,92,94.4,1.9,295.08423805236816
43,96,92,94.4,1.9,311.1555576324463
44,96,92,94.4,1.9,281.44311904907227
45,96,92,94.5,1.9,299.26061630249023
46,96,92,94.5,1.9,255.57756423950195
47,96,92,94.5,1.9,298.62499237060547
48,96,93,94.8,1.9,275.4783630371094
49,96,93,94.8,1.9,274.6555805206299
50,96,93,95.0,1.9,261.51204109191895
51,96,93,95.0,1.9,260.6351375579834
52,96,93,95.0,1.9,303.8327693939209
53,96,93,95.0,1.9,285.4804992675781
54,96,93,95.0,1.9,294.51537132263184
55,96,93,95.0,1.9,263.350248336792
56,96,93,95.0,1.9,290.21382331848145
57,96,93,95.0,1.9,265.44690132141113
58,96,93,95.0,1.9,272.876501083374
59,96,95,95.2,1.9,279.9677848815918
60,96,95,95.2,1.9,252.13360786437988
61,96,95,95.2,1.9,259.0775489807129
62,96,95,95.2,1.9,254.88734245300293
63,96,95,95.2,1.9,287.5993251800537
64,96,95,95.2,1.9,295.39990425109863
65,96,95,95.2,1.9,256.43181800842285
66,96,95,95.2,1.9,253.7369728088379
67,96,95,95.2,1.9,251.91617012023926
68,96,95,95.2,1.9,256.5293312072754
69,96,95,95.2,1.9,275.09021759033203
70,96,95,95.2,1.9,261.368989944458
71,96,95,95.2,1.9,282.4983596801758
72,96,95,95.2,1.9,246.2749481201172
73,96,95,95.2,1.9,281.77952766418457
74,96,95,95.2,1.9,292.56629943847656
75,96,95,95.2,1.9,287.7957820892334
76,96,95,95.2,1.9,295.0718402862549
77,96,95,95.2,1.9,273.9875316619873
78,96,95,95.2,1.9,258.79716873168945
79,96,95,95.2,1.9,277.2977352142334
80,96,95,95.2,1.9,271.2850570678711
81,96,95,95.2,1.9,284.35468673706055
82,96,95,95.2,1.9,290.1186943054199
83,96,95,95.2,1.9,293.37072372436523
84,96,95,95.2,1.9,269.6962356567383
85,96,95,95.2,1.9,292.9520606994629
86,96,95,95.2,1.9,280.1051139831543
87,96,95,95.2,1.9,272.40848541259766
88,96,95,95.2,1.9,297.3952293395996
89,96,95,95.2,1.9,268.2843208312988
90,96,95,95.2,1.9,295.0856685638428
91,96,95,95.3,1.9,287.8861427307129
92,96,95,95.3,1.9,302.05726623535156
93,96,95,95.3,1.9,272.9053497314453
94,96,95,95.3,1.9,277.93025970458984
95,96,95,95.3,1.9,275.4180431365967
96,96,95,95.3,1.9,254.4097900390625
97,96,95,95.3,1.9,306.7169189453125
98,96,95,95.3,1.9,279.7281742095947
99,96,95,95.3,1.9,287.89472579956055
100,96,95,95.3,1.9,293.0178642272949
Media ,96.0,95.0,95.3,1.9,293.0178642272949
