Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,72,87.9,2.2,5.320549011230469
2,98,80,90.2,2.1,194.3211555480957
3,99,81,92.1,2.0,201.64966583251953
4,99,83,93.8,1.9,192.22116470336914
5,99,88,95.5,1.7,177.0482063293457
6,99,88,95.5,1.7,182.59310722351074
7,99,90,96.1,1.7,182.42764472961426
8,99,90,96.1,1.7,171.49901390075684
9,99,90,96.1,1.7,184.01217460632324
10,99,93,96.5,1.7,188.6460781097412
11,99,94,96.8,1.7,174.01933670043945
12,99,94,96.8,1.7,178.94411087036133
13,99,94,96.8,1.7,163.28191757202148
14,99,94,96.8,1.7,193.73822212219238
15,99,94,96.8,1.7,190.69719314575195
16,99,94,96.8,1.7,211.7593288421631
17,99,94,96.8,1.7,177.52361297607422
18,99,94,97.2,1.7,196.5048313140869
19,99,94,97.2,1.7,199.2626190185547
20,99,94,97.2,1.7,183.09307098388672
21,99,96,97.4,1.7,163.67173194885254
22,99,96,97.4,1.7,177.86288261413574
23,99,96,97.7,1.7,202.0430564880371
24,99,96,97.9,1.7,226.20296478271484
25,99,96,97.9,1.7,200.81377029418945
26,99,96,97.9,1.7,245.0857162475586
27,99,96,97.9,1.7,187.83116340637207
28,99,96,97.9,1.7,204.17094230651855
29,99,96,97.9,1.7,201.37929916381836
30,99,96,97.9,1.7,184.6296787261963
31,99,96,97.9,1.7,209.63263511657715
32,99,96,97.9,1.7,175.28772354125977
33,99,96,97.9,1.7,200.64496994018555
34,99,97,98.1,1.8,205.43336868286133
35,99,97,98.1,1.8,212.5856876373291
36,99,97,98.1,1.8,195.4488754272461
37,99,97,98.1,1.8,205.84940910339355
38,99,97,98.1,1.8,195.2383518218994
39,99,97,98.1,1.8,191.84017181396484
40,99,97,98.1,1.8,205.9326171875
41,99,97,98.1,1.8,221.02642059326172
42,99,97,98.1,1.8,202.61907577514648
43,99,97,98.1,1.8,216.59612655639648
44,99,97,98.1,1.8,212.46838569641113
45,99,98,98.2,1.7,192.7340030670166
46,99,98,98.2,1.7,218.10173988342285
47,99,98,98.2,1.7,208.72879028320312
48,99,98,98.2,1.7,213.9575481414795
49,99,98,98.2,1.7,227.9989719390869
50,99,98,98.2,1.7,202.592134475708
51,99,98,98.2,1.7,212.97931671142578
52,99,98,98.2,1.7,200.09160041809082
53,99,98,98.2,1.7,227.74386405944824
54,99,98,98.2,1.7,186.45334243774414
55,99,98,98.2,1.7,237.43128776550293
56,99,98,98.2,1.7,197.42846488952637
57,99,98,98.2,1.7,194.6556568145752
58,99,98,98.2,1.7,199.662446975708
59,99,98,98.2,1.7,219.7401523590088
60,99,98,98.2,1.7,240.25630950927734
61,99,98,98.2,1.7,204.48565483093262
62,99,98,98.2,1.7,182.45339393615723
63,99,98,98.2,1.7,228.38115692138672
64,99,98,98.2,1.7,236.33050918579102
65,99,98,98.2,1.7,184.7398281097412
66,99,98,98.2,1.7,181.72073364257812
67,99,98,98.2,1.7,206.13646507263184
68,99,98,98.2,1.7,182.80291557312012
69,99,98,98.2,1.7,226.6547679901123
70,99,98,98.2,1.7,166.5058135986328
71,99,98,98.2,1.7,216.2802219390869
72,99,98,98.2,1.7,224.08461570739746
73,99,98,98.3,1.8,200.6843090057373
74,99,98,98.3,1.8,194.63372230529785
75,99,98,98.3,1.8,205.0316333770752
76,99,98,98.3,1.8,170.92394828796387
77,99,98,98.3,1.8,198.8358497619629
78,99,98,98.3,1.8,200.28162002563477
79,99,98,98.3,1.8,240.5550479888916
80,99,98,98.3,1.8,200.90842247009277
81,99,98,98.3,1.8,181.60057067871094
82,99,98,98.3,1.8,184.0832233428955
83,99,98,98.3,1.8,225.28457641601562
84,99,98,98.3,1.8,188.90857696533203
85,99,98,98.3,1.8,179.8691749572754
86,99,98,98.3,1.8,195.38187980651855
87,99,98,98.3,1.8,196.3653564453125
88,99,98,98.3,1.9,209.9010944366455
89,99,98,98.3,1.9,213.0448818206787
90,99,98,98.3,1.9,176.99599266052246
91,99,98,98.3,1.9,202.47673988342285
92,99,98,98.3,1.9,204.18906211853027
93,99,98,98.3,1.9,207.45015144348145
94,99,98,98.3,1.9,253.97682189941406
95,99,98,98.3,1.9,190.0038719177246
96,99,98,98.3,1.9,210.46710014343262
97,99,98,98.3,1.9,211.73095703125
98,99,98,98.3,1.9,208.6789608001709
99,99,98,98.3,1.9,198.5795497894287
100,99,98,98.3,1.9,198.63581657409668
Media ,99.0,98.0,98.3,1.9,198.63581657409668
