Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,96,97.2,1.8,18820.687294006348
2,98,95,96.7,1.9,18229.13146018982
3,98,96,97.2,1.9,17339.703798294067
4,98,97,97.5,1.9,17663.12003135681
5,98,96,97.2,1.9,18480.252742767334
6,98,95,96.5,1.9,17626.056671142578
7,98,97,97.6,1.8,16917.05584526062
8,98,97,97.5,1.6,16176.831007003784
9,98,96,97.0,1.7,16517.808198928833
10,98,97,97.5,1.8,17510.276317596436
11,98,95,96.5,1.9,16999.995231628418
12,98,97,97.3,1.9,17980.33356666565
13,98,96,97.4,1.9,17709.253311157227
14,98,96,97.3,1.8,16539.350986480713
15,98,97,97.4,1.8,17457.855463027954
16,98,96,97.2,1.8,18649.122714996338
17,98,95,96.6,1.9,15708.15110206604
18,98,97,97.5,1.8,16793.894290924072
19,98,97,97.8,1.9,17066.463947296143
20,98,96,97.1,1.8,15209.81502532959
21,98,97,97.5,1.8,17158.316612243652
22,98,96,97.0,2.0,19218.389749526978
23,98,96,97.0,1.9,17605.305910110474
24,98,94,96.6,1.8,15875.785827636719
25,98,96,96.7,1.9,18439.152717590332
26,98,96,97.4,1.8,17779.703855514526
27,98,97,97.4,1.9,17184.016227722168
28,98,97,97.6,1.9,17491.477251052856
29,98,97,97.6,1.9,16338.609218597412
30,98,97,97.7,1.9,17201.828002929688
31,98,96,97.0,1.9,16443.470239639282
32,98,96,97.1,1.9,15670.839309692383
33,98,96,97.0,1.9,17124.01056289673
34,98,95,96.6,2.0,18405.466318130493
35,98,97,97.7,1.8,17062.614679336548
36,98,97,97.2,1.9,17642.330646514893
37,98,95,96.8,1.8,17914.870738983154
38,98,96,97.3,1.9,18098.646879196167
39,98,96,97.0,1.8,15890.496969223022
40,98,94,96.7,1.8,17033.455848693848
41,98,96,97.0,1.9,17254.772186279297
42,98,97,97.3,1.8,16235.304832458496
43,98,96,96.8,2.0,18430.95564842224
44,98,96,97.5,1.8,17025.152444839478
45,98,94,96.4,1.9,17720.181703567505
46,98,97,97.6,1.9,17764.70708847046
47,98,95,96.2,2.0,17756.95300102234
48,98,97,97.4,1.9,19107.89942741394
49,98,96,97.1,1.8,17395.57409286499
50,98,97,97.5,1.8,18023.82469177246
Media ,98.0,96.12,97.15399999999998,1.8599999999999997,17353.785433769226
