Iteration,Best Frequency,Worst Frequency,Frequency Average,Event Average,Time
1,98,97,97.5,1.9,17847.723245620728
2,98,94,96.5,1.9,19755.876779556274
3,98,97,97.8,1.6,18734.418153762817
4,98,97,97.8,1.8,17725.924968719482
5,98,96,97.2,1.9,18337.36276626587
6,98,97,97.7,1.7,18573.63533973694
7,98,96,97.1,1.7,15858.940362930298
8,98,97,97.7,1.9,18503.735303878784
9,98,96,97.0,1.9,16083.83321762085
10,98,97,97.3,1.8,16884.94038581848
11,98,97,97.6,1.8,17472.663164138794
12,98,97,97.6,1.9,17651.280403137207
13,98,97,97.5,1.9,18139.65368270874
14,98,96,97.0,1.8,18238.062858581543
15,98,97,97.5,1.9,18156.672716140747
16,98,97,97.4,1.7,18264.559030532837
17,98,97,97.6,1.9,18011.991500854492
18,98,94,96.0,1.9,19576.800107955933
19,98,94,96.3,1.9,18525.755405426025
20,98,95,96.5,1.8,17312.01195716858
21,98,97,97.4,1.8,17357.43999481201
22,98,97,97.5,1.8,17954.877376556396
23,98,97,97.3,1.8,17856.02355003357
24,98,97,97.5,1.8,17853.442907333374
25,98,96,97.2,2.0,18236.92035675049
26,98,95,96.5,1.9,17234.43913459778
27,98,96,97.2,1.8,17928.6527633667
28,98,97,97.1,1.9,17871.931076049805
29,98,96,97.1,1.9,16182.716846466064
30,98,97,97.5,1.8,17471.680641174316
31,98,96,97.1,1.7,16502.957582473755
32,98,96,97.0,1.9,17532.503843307495
33,98,97,97.5,1.8,18546.263933181763
34,98,96,97.2,1.9,17715.227127075195
35,98,96,96.9,1.8,15906.371593475342
36,98,95,96.7,1.8,18937.546730041504
37,98,97,97.5,1.8,17957.763671875
38,98,96,97.1,1.9,16396.398067474365
39,98,97,97.5,1.9,18002.230405807495
40,98,95,96.6,1.9,17287.479639053345
41,98,96,97.1,1.9,17653.3522605896
42,98,97,97.5,1.8,17460.26611328125
43,98,95,96.5,1.9,17261.024236679077
44,98,96,97.3,1.9,18591.675519943237
45,98,97,97.6,1.6,17794.97218132019
46,98,96,97.1,1.8,15817.224025726318
47,98,96,97.2,1.9,17881.829261779785
48,98,95,97.2,1.7,18120.144367218018
49,98,97,97.4,1.9,17514.78147506714
50,98,97,97.5,1.8,18420.48954963684
Media ,98.0,96.26,97.20799999999997,1.8339999999999999,17738.089351654053
